PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
2407188,3,3,497,74,1,3,2,35,7,1,0,7,630
2407189,3,1,475,371,0,0,2,623,3,0,0,1,1476
2407190,3,3,675,467,0,0,1,145,5,0,0,3,1299
2407191,3,1,490,66,0,0,0,138,7,0,0,1,703
2407192,3,1,405,32,1,2,0,97,3,1,0,2,544
2408071,4,1,1663,313,1,7,3,245,6,3,3,3,2248
2408072,4,0,1471,71,0,0,0,36,8,0,0,5,1591
2408073,2,0,455,256,0,0,0,110,2,2,0,4,829
2408074,2,0,367,23,0,1,0,63,2,0,2,0,458
2408075,3,7,1449,85,5,12,5,82,23,1,12,6,1687
2408076,3,2,1160,140,0,0,3,107,14,5,0,11,1442
2408077,4,1,1554,240,6,11,5,150,17,4,4,6,1998
2408078,3,2,895,137,2,2,0,175,6,0,2,1,1222
2408079,3,2,1205,172,2,0,5,271,15,1,9,6,1688
2408080,2,4,630,49,2,5,1,67,9,1,4,10,782
2408081,3,2,701,65,0,0,0,6,2,3,0,6,785
2408082,3,3,931,136,9,10,5,138,12,0,8,9,1261
2408083,3,5,855,195,1,5,1,116,5,1,7,3,1194
2408084,3,1,285,114,1,3,0,163,3,10,5,3,588
2408193,3,0,513,29,2,1,1,196,6,0,1,0,749
2409054,3,1,465,18,2,0,46,26,2,4,1,0,565
2409055,2,0,780,5,0,1,56,31,2,0,1,0,876
2409056,2,0,292,18,0,0,26,34,0,5,0,1,376
2409057,3,1,596,111,3,0,44,173,5,7,9,1,950
2409058,2,0,289,200,0,0,31,53,1,0,0,0,574
2409059,2,0,533,3,0,0,13,4,1,1,0,0,555
2409060,2,0,393,61,0,0,25,150,1,0,2,0,632
2409061,3,0,626,6,0,2,6,22,3,0,3,2,670
2409062,3,1,790,66,2,3,6,82,9,8,4,3,974
2409063,2,0,296,4,0,0,36,90,0,3,0,0,429
2409064,3,0,513,75,0,0,13,13,0,0,0,2,616
2409065,2,0,519,7,0,0,51,15,1,3,0,0,596
2409067,2,0,373,12,0,0,19,19,1,0,0,0,424
2409069,2,0,279,94,0,0,2,40,0,0,0,0,415
2409070,2,1,316,9,0,0,15,22,0,0,0,0,363
2409168,2,1,490,50,1,1,2,6,4,2,2,0,559
2409194,3,0,275,19,0,1,3,304,2,0,0,0,604
1001001,8,11,2490,536,6,8,71,538,45,283,5,16,4009
1001002,6,6,1598,417,10,20,26,277,45,120,12,15,2546
1001003,3,3,159,62,2,3,9,543,8,24,3,16,832
1001004,2,1,607,52,5,2,10,49,5,155,3,4,893
1001005,3,25,1188,193,7,10,78,188,11,12,5,1,1718
1001006,3,5,599,433,7,8,10,166,11,33,8,13,1293
1001007,4,4,1157,488,5,14,7,220,24,74,16,15,2024
1001008,2,4,566,236,6,9,4,222,24,27,5,7,1110
1001009,3,3,846,224,4,5,19,225,5,37,4,3,1375
1001010,2,4,514,192,3,7,10,106,15,13,9,14,887
1001011,2,6,377,270,6,4,40,112,8,10,4,8,845
1001012,2,0,641,120,5,1,20,70,8,30,2,2,899
1001013,4,11,578,148,4,12,56,504,16,57,15,9,1410
1001014,2,5,654,147,6,5,54,197,8,46,2,17,1141
1001015,2,1,525,63,4,7,2,339,11,8,7,8,975
1001016,2,1,368,192,4,5,4,165,12,5,1,2,759
1001017,3,1,221,56,1,1,1,106,4,1,0,4,396
1001018,4,7,849,184,4,8,9,447,8,642,11,5,2174
1001019,2,6,355,148,0,3,2,86,1,319,6,0,926
1001020,2,0,575,145,3,3,23,138,5,15,3,1,911
1001167,4,14,1216,329,17,11,67,302,31,117,12,21,2137
1001168,4,2,1267,340,5,10,25,441,26,59,11,6,2192
1001169,3,1,162,114,3,2,5,238,2,2,2,3,534
1002021,2,0,487,115,0,0,0,45,4,4,0,4,659
1002022,2,0,281,122,2,2,2,211,3,1,1,0,625
1002023,2,0,128,169,0,2,1,313,0,3,0,1,617
1002024,3,0,370,152,0,0,0,423,1,6,0,1,953
1002025,2,1,295,136,5,2,2,312,2,10,1,0,766
1002026,2,0,252,176,0,0,0,64,4,2,0,0,498
1002027,3,2,470,97,0,4,0,195,7,0,1,3,779
1002028,2,3,330,360,1,1,232,97,0,127,1,3,1155
1002029,2,0,350,64,0,0,304,15,2,2,1,7,745
1002030,3,15,935,229,1,0,566,4,3,3,0,2,1758
1002031,2,2,378,298,0,0,500,5,0,0,2,4,1189
1002032,3,0,697,289,0,0,442,226,2,2,1,2,1661
1002170,3,3,529,38,1,3,1,138,12,9,1,1,736
1002171,3,0,669,293,0,0,619,78,0,0,0,0,1659
1003033,3,9,1055,75,1,3,12,15,4,0,0,1,1175
1003034,2,1,530,11,0,0,64,121,0,0,0,0,727
1003035,3,4,1295,75,1,0,226,140,5,0,0,0,1746
1003036,2,1,587,68,0,0,26,16,3,1,0,0,702
1003037,3,1,492,8,0,0,63,23,1,0,0,0,588
1003038,2,0,177,13,1,0,63,20,1,0,1,0,276
1003039,2,1,299,20,0,0,332,2,0,1,0,0,655
1003040,2,0,354,75,2,2,4,94,11,5,0,3,550
1003041,3,2,311,142,4,2,1,68,5,101,3,4,643
1003042,2,1,867,45,0,0,167,13,3,1,0,8,1105
1003043,2,23,573,79,0,0,305,12,1,0,0,45,1038
1003044,3,1,198,154,0,0,0,227,5,25,1,1,612
1003045,2,1,297,189,7,4,67,145,5,24,4,5,748
1003047,1,0,202,1,0,0,59,2,0,0,0,0,264
1003048,2,2,97,387,0,3,50,178,3,3,2,1,726
1003049,2,0,861,2,0,0,52,6,1,0,0,0,922
1003163,2,5,570,245,2,2,3,103,8,6,8,7,959
1003172,3,1,730,179,0,3,18,183,2,2,1,7,1126
1003173,3,1,552,100,1,1,254,133,2,0,1,2,1047
1004050,2,0,1063,31,0,0,12,15,1,0,0,0,1122
1004051,2,2,951,42,0,0,65,62,1,0,0,0,1123
1004052,2,0,825,52,0,0,22,86,0,0,0,0,985
1004053,3,11,1438,3,0,0,46,3,5,1,1,0,1508
1004054,2,26,833,33,0,1,33,52,1,1,0,0,980
1004055,2,4,585,47,0,0,30,23,0,0,0,0,689
1004056,2,2,434,6,0,0,22,85,3,0,0,0,552
1004057,2,3,739,3,0,0,3,88,1,0,0,0,837
1004058,2,3,509,48,6,5,263,40,3,287,1,15,1180
1004059,2,0,403,406,6,4,123,8,4,2,0,0,956
1004060,3,5,981,173,0,0,569,53,1,4,0,0,1786
1004061,3,5,1019,74,0,0,166,194,0,4,0,1,1463
1004062,2,0,315,29,0,0,325,50,0,1,0,0,720
1004063,3,2,990,75,0,0,82,500,4,2,4,14,1673
1004065,2,0,70,54,1,0,327,205,1,0,0,0,658
1004066,2,0,782,24,1,0,3,33,5,0,1,1,850
1004067,2,0,305,217,0,1,420,240,0,1,0,8,1192
1004068,2,1,323,5,0,2,65,112,2,0,2,0,512
1005069,5,3,1581,513,6,12,4,258,31,254,2,9,2673
1005070,2,0,764,36,2,2,1,183,4,27,1,6,1026
1005071,3,2,930,209,2,6,0,101,7,21,3,4,1285
1005072,2,2,615,21,0,1,1,57,5,1,1,4,708
1005073,2,0,57,19,0,0,0,17,1,2,0,0,96
1005074,3,3,1050,212,0,10,1,194,20,4,3,6,1503
1005075,3,1,875,118,2,6,1,103,17,13,9,2,1147
1005076,2,1,364,94,1,0,0,46,7,61,0,1,575
1005077,2,0,323,20,0,0,1,22,3,32,1,1,403
1005078,2,1,527,91,0,4,1,42,4,45,2,0,717
1005079,2,6,622,35,15,13,8,312,9,5,8,9,1042
1005080,2,0,680,69,1,2,1,16,10,9,1,3,792
1005081,3,0,904,75,2,2,3,41,11,1,1,1,1041
1005082,2,4,732,186,6,4,5,196,4,6,4,8,1155
1005083,2,2,555,24,1,1,3,51,5,5,0,1,648
1005084,2,0,144,84,1,2,1,2,5,11,0,0,250
1005085,2,2,313,137,0,0,0,18,1,0,0,2,473
1005086,2,1,930,111,0,0,2,104,11,2,0,4,1165
1005087,2,0,470,22,0,1,1,61,1,0,0,0,556
1005088,2,0,270,748,0,0,4,127,2,23,0,0,1174
1005089,3,0,1126,256,0,0,0,197,4,13,0,0,1596
1005090,2,0,1018,87,1,3,4,46,3,5,0,2,1169
1005091,2,1,503,29,2,5,2,47,4,0,3,1,597
1005092,2,0,737,73,0,0,1,81,3,8,0,3,906
1005093,2,0,841,194,0,0,0,35,2,1,0,0,1073
1005094,3,2,901,192,5,10,0,40,5,10,7,2,1174
1005095,2,4,884,181,5,8,3,28,8,1,5,8,1135
1005164,2,0,426,22,3,7,0,96,12,7,0,5,578
1005165,2,1,250,32,1,0,0,9,5,13,0,1,312
1005166,2,4,563,142,2,2,6,160,12,87,4,1,983
1005174,3,0,710,42,0,5,2,130,8,1,2,2,902
1005175,3,1,955,174,0,0,1,72,18,25,0,2,1248
1005176,3,0,1013,207,0,0,0,67,9,3,3,5,1307
1005177,3,0,482,6,0,0,1,242,2,0,0,1,734
1005178,3,1,912,201,1,5,0,21,4,0,2,13,1160
1005179,3,0,314,41,0,0,0,81,7,1,0,1,445
1006096,3,0,554,65,1,2,2,75,9,13,3,0,724
1006097,3,0,879,104,1,6,2,159,7,15,3,2,1178
1006098,2,2,510,126,2,2,1,22,8,10,2,1,686
1006099,3,5,763,88,0,0,0,274,1,3,0,1,1135
1006100,2,0,681,51,2,2,2,51,7,8,0,0,804
1006101,2,1,497,99,0,2,0,5,5,4,1,0,614
1006102,2,2,535,108,0,2,0,190,4,1,0,0,842
1006103,2,0,647,136,0,0,13,50,16,0,0,4,866
1006104,3,0,593,82,1,2,1,119,10,4,2,4,818
1006105,3,1,831,166,7,4,3,96,12,20,2,3,1145
1006106,2,0,677,44,0,0,0,24,1,1,0,1,748
1006107,3,0,1037,76,0,0,1,38,1,0,0,4,1157
1006108,2,0,720,230,0,1,0,84,4,2,0,0,1041
1006109,2,0,338,15,0,0,0,3,1,10,1,0,368
1006110,2,0,180,12,0,0,0,41,1,0,0,2,236
1006111,3,2,543,105,2,2,2,75,4,52,2,5,794
1006112,3,1,456,100,0,0,0,41,0,27,1,3,629
1006113,2,1,443,33,0,0,1,108,0,39,0,0,625
1006114,2,0,340,30,0,2,0,91,1,10,0,1,475
1006115,2,0,310,5,0,0,0,7,2,5,0,2,331
1006116,2,0,491,35,0,0,0,46,3,5,0,2,582
1006117,3,0,642,93,0,1,1,86,4,5,0,0,832
1006118,2,1,767,226,0,0,0,83,2,0,0,0,1079
1006180,3,1,409,81,1,2,1,24,3,1,0,1,524
1006181,3,0,443,45,1,1,0,42,2,0,1,0,535
1006182,3,0,614,108,1,2,0,36,6,0,2,1,770
1006183,3,0,365,19,0,2,0,56,3,1,0,0,446
1006184,3,1,741,74,2,2,3,71,11,2,0,2,909
1007119,2,2,438,88,1,2,0,107,4,15,3,1,661
1007120,2,8,358,49,0,0,2,48,0,287,2,0,754
1007121,2,1,654,127,0,0,4,26,3,41,0,2,858
1007122,3,0,815,283,0,0,0,45,11,10,0,1,1165
1007123,2,0,427,40,1,0,0,55,1,5,0,1,530
1007124,3,1,596,106,0,0,1,66,7,19,0,1,797
1007125,3,1,608,100,6,7,2,218,9,76,0,3,1030
1007126,3,1,437,50,1,4,2,126,2,14,0,2,639
1007127,3,2,626,90,2,0,0,66,3,26,1,14,830
1007128,3,2,322,22,0,1,0,51,0,111,1,2,512
1007129,2,0,1029,36,2,1,0,36,2,16,0,8,1130
1007130,2,1,824,10,0,0,0,12,1,0,0,1,849
1007131,2,0,964,52,2,0,0,55,10,26,1,0,1110
1007132,3,0,823,6,0,2,0,15,2,7,0,1,856
1007133,3,0,880,7,0,0,0,61,0,1,0,0,949
1007134,3,0,650,48,0,0,0,10,2,0,0,0,710
1007135,2,0,525,20,0,0,3,60,5,3,0,2,618
1007136,3,0,444,39,0,3,1,28,1,2,0,2,520
1007137,2,2,200,88,2,1,0,30,2,4,0,1,330
1007138,2,1,487,449,1,0,1,17,3,3,4,3,969
1007139,2,4,583,69,0,0,1,9,1,0,0,2,669
1007140,2,0,691,303,0,0,0,43,3,4,1,0,1045
1007141,2,0,452,4,0,0,0,0,1,2,0,0,459
1007142,2,0,522,40,0,0,1,66,1,20,0,0,650
1007143,2,1,962,20,0,0,0,7,5,11,3,1,1010
1007144,2,0,359,14,0,0,0,104,3,5,2,0,487
1007145,2,1,635,77,1,0,1,79,3,41,0,0,838
1007146,2,0,515,12,0,1,1,25,5,5,4,1,569
1007147,2,0,885,24,0,0,2,44,3,5,0,1,964
1007148,2,0,915,9,0,1,0,41,11,3,0,0,980
1007149,3,0,734,76,0,5,1,5,3,8,0,1,833
1007150,2,0,189,5,1,0,0,18,2,2,0,0,217
1007151,2,0,369,4,0,0,0,3,1,1,1,0,379
1007152,2,3,258,147,0,1,0,6,2,44,2,2,465
1007153,2,0,410,1,0,1,0,9,0,1,0,1,423
1007154,3,0,354,31,2,0,0,35,5,6,1,1,435
1007155,3,0,416,11,0,0,0,41,1,9,0,0,478
1007156,3,2,535,115,0,1,7,26,4,3,3,7,703
1007157,3,0,572,1,0,1,6,13,1,4,0,0,598
1007158,2,0,1031,43,4,1,1,30,10,6,3,2,1131
1007159,3,0,548,2,0,0,2,17,1,0,0,0,570
1007160,2,0,327,9,0,0,2,6,2,0,0,2,348
1007161,2,1,234,15,4,0,0,1,7,61,1,2,326
1007162,2,0,617,48,1,0,0,84,3,65,0,2,820
1007185,3,0,468,0,0,0,0,15,2,27,0,0,512
1007186,2,0,229,8,0,0,0,19,0,5,1,0,262
1007187,3,0,414,35,1,4,0,75,1,0,0,1,531
1007188,3,0,351,11,0,1,0,19,1,66,2,2,453
2801001,10,7,844,422,10,29,42,3018,14,17,17,14,4434
2801002,12,4,958,339,6,21,43,3764,21,22,12,14,5204
2801003,6,8,498,114,8,14,28,2089,9,6,10,9,2793
2801004,7,8,494,177,1,26,42,2622,13,24,12,14,3433
2801005,6,4,132,103,4,19,8,2367,5,15,10,12,2679
2801006,7,3,105,125,3,26,16,2690,2,12,16,6,3004
2801007,7,3,121,79,4,27,14,2620,4,2,17,13,2904
2801008,7,7,158,126,11,16,16,2179,8,11,19,15,2566
2801009,7,12,693,390,10,9,42,2422,22,10,14,11,3635
2801010,7,11,672,241,6,21,37,2408,10,28,15,16,3465
2801011,5,1,92,48,3,16,7,1928,5,2,6,6,2114
2801012,7,1,345,156,6,22,12,2220,7,6,8,8,2791
2801013,7,8,75,66,8,38,12,2915,7,7,17,8,3161
2801014,6,11,402,114,2,16,18,2367,11,5,21,4,2971
2801015,9,12,338,224,7,15,15,2303,4,1,13,14,2946
2801016,6,7,340,248,12,13,28,2096,11,5,10,7,2777
2801017,5,4,71,72,1,14,12,2101,6,3,9,4,2297
2801018,5,7,548,487,4,20,48,1006,13,4,12,28,2177
2801019,6,4,184,109,9,31,28,2190,7,4,16,7,2589
2801020,6,5,125,127,8,27,11,1875,4,48,17,4,2251
2801021,5,4,216,40,8,23,9,999,4,2,6,7,1318
2801022,5,8,184,68,0,0,8,914,8,2,0,9,1201
2801023,3,1,7,22,0,1,0,34,1,2,0,0,68
2801024,3,6,214,38,8,12,33,368,7,37,5,7,735
2801025,6,2,163,40,4,6,8,328,8,4,4,1,568
2801026,5,6,39,57,2,27,36,1964,6,7,18,10,2172
2801027,3,3,237,100,4,13,11,686,5,7,10,3,1079
2801028,3,8,211,107,8,10,147,409,11,4,11,6,932
2801029,3,7,90,46,8,7,7,311,6,5,6,5,498
2801030,3,2,45,26,0,1,1,22,0,0,0,5,102
2801031,3,2,11,187,0,0,1,51,5,12,1,1,271
2801032,3,5,128,293,2,10,17,346,6,29,8,5,849
2802110,9,4,47,59,10,46,6,4414,10,6,22,6,4630
2802111,4,2,116,379,5,9,10,1356,5,2,17,8,1909
2802112,3,2,432,91,2,11,41,941,12,2,6,7,1547
2802114,2,3,129,40,11,14,8,463,12,3,15,6,704
2802123,3,1,11,140,2,16,1,896,14,3,1,3,1088
